


"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:28 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 17:01:13,0,0.062,99.875,0.062,0,1660751872,64960831488,83824640,600043520,0,24576,0,4,478,836,0,0,0,105,167,0,3221221376,10,9,0,5,0
01-10 17:01:14,0.062,0.062,99.875,0,0,1660743680,64960831488,83824640,600051712,0,0,0,0,305,622,0,0,0,84,145,0,3221221376,10,9,0,5,0
01-10 17:01:15,0,0.063,99.937,0,0,1660743680,64960831488,83824640,600051712,0,32768,0,8,366,606,0,0,0,109,187,0,3221221376,10,9,0,5,0
01-10 17:01:16,0.062,0.062,99.875,0,0,1660743680,64960831488,83824640,600051712,0,0,0,0,1112,852,0,0,0,94,146,0,3221221376,10,9,0,5,0
01-10 17:01:17,0,0.063,99.937,0,0,1660743680,64960831488,83824640,600051712,0,0,0,0,366,606,0,0,0,93,169,0,3221221376,10,9,0,5,0
01-10 17:01:18,0,0.062,99.938,0,0,1660743680,64960831488,83824640,600051712,0,0,0,0,365,606,0,0,0,81,147,0,3221221376,10,9,0,5,0
01-10 17:01:19,0.062,0.062,99.875,0,0,1660735488,64960831488,83832832,600051712,0,24576,0,4,478,836,0,0,0,116,196,0,3221221376,10,9,0,5,0
01-10 17:01:20,0.063,0,99.937,0,0,1660735488,64960831488,83832832,600051712,0,16384,0,4,425,622,0,0,0,91,149,0,3221221376,10,9,0,5,0
01-10 17:01:21,0,0.063,99.937,0,0,1660735488,64960831488,83832832,600051712,0,0,0,0,246,622,0,0,0,81,145,0,3221221376,10,9,0,5,0
01-10 17:01:22,0.062,0.062,99.875,0,0,1660735488,64960831488,83832832,600051712,0,0,0,0,665,606,0,0,0,98,179,0,3221221376,10,9,0,5,0
01-10 17:01:23,0.062,0.062,99.875,0,0,1660735488,64960831488,83832832,600051712,0,0,0,0,812,836,0,0,0,122,199,0,3221221376,10,9,0,5,0
01-10 17:01:24,0,0.062,99.938,0,0,1660735488,64960831488,83832832,600051712,0,0,0,0,485,606,0,0,0,86,143,0,3221221376,10,9,0,5,0
01-10 17:01:25,0.062,0.062,99.875,0,0,1660735488,64960831488,83836928,600047616,0,32768,0,4,306,606,0,0,0,92,158,0,3221221376,10,9,0,5,0
01-10 17:01:26,0,0.063,99.937,0,0,1660731392,64960831488,83836928,600051712,0,0,0,0,872,852,0,0,0,107,165,0,3221221376,10,9,0,5,0
01-10 17:01:27,0.063,0.063,99.875,0,0,1660731392,64960831488,83836928,600051712,0,0,0,0,186,809,0,0,0,132,231,0,3221221376,10,9,0,5,0
01-10 17:01:28,0,0.062,99.938,0,0,1660731392,64960831488,83836928,600051712,0,0,0,0,425,708,0,0,0,84,148,0,3221221376,10,9,0,5,0
01-10 17:01:29,0,0.125,99.875,0,0,1660731392,64960831488,83836928,600051712,0,0,0,0,622,1934,0,0,0,88,147,0,3221221376,10,9,0,5,0
01-10 17:01:30,0,0.063,99.937,0,0,1660727296,64960831488,83836928,600055808,0,16384,0,2,648,606,0,0,0,93,159,0,3221221376,10,9,0,5,0
01-10 17:01:31,0.062,0.062,99.813,0.062,0,1660723200,64960831488,83841024,600055808,0,57344,0,6,366,688,0,0,0,117,195,0,3221221376,10,9,0,5,0
01-10 17:01:32,0.063,0,99.937,0,0,1660723200,64960831488,83841024,600055808,0,0,0,0,760,622,0,0,0,105,182,0,3221221376,10,9,0,5,0
01-10 17:01:33,0,0.125,99.875,0,0,1660723200,64960831488,83841024,600055808,0,0,0,0,538,836,0,0,0,95,161,0,3221221376,10,9,0,5,0
01-10 17:01:34,0,0.063,99.937,0,0,1660723200,64960831488,83841024,600055808,0,0,0,0,305,606,0,0,0,80,143,0,3221221376,10,9,0,5,0
01-10 17:01:35,0,0.062,99.938,0,0,1660723200,64960831488,83841024,600055808,0,0,0,0,546,606,0,0,0,106,181,0,3221221376,10,9,0,5,0
01-10 17:01:36,0.062,0.062,99.875,0,0,1660723200,64960831488,83841024,600055808,0,0,0,0,932,836,0,0,0,95,153,0,3221221376,10,9,0,5,0
01-10 17:01:37,0.063,0.125,99.812,0,0,1661231104,64960323584,83841024,600055808,0,24576,0,4,566,787,0,0,0,122,197,0,3221221376,10,10,0,5,0
01-10 17:01:38,0.125,0.062,99.812,0,0,1661247488,64960307200,83841024,600055808,0,0,0,0,1855,2386,0,0,0,169,179,0,3221221376,10,10,0,5,0
01-10 17:01:39,0,0.125,99.875,0,0,1660735488,64960815104,83841024,600059904,0,0,0,0,1116,1641,0,0,0,225,282,0,3221221376,10,9,0,5,0
01-10 17:01:40,0.062,0.062,99.875,0,0,1660608512,64960942080,83841024,600059904,0,0,0,0,640,606,0,0,0,90,157,0,3221221376,10,9,0,5,0
01-10 17:01:41,0.062,0.062,99.875,0,0,1660600320,64960950272,83841024,600059904,0,0,0,0,468,672,0,0,0,87,150,0,3221221376,10,9,0,5,0
01-10 17:01:42,0.062,0.062,99.875,0,0,1660592128,64960958464,83841024,600059904,0,0,0,0,305,606,0,0,0,93,177,0,3221221376,10,9,0,5,0
01-10 17:01:43,0,0.125,99.875,0,0,1660588032,64960958464,83845120,600059904,0,98304,0,8,538,1442,0,0,0,130,203,0,3221221376,10,9,0,5,0
01-10 17:01:44,0.063,0.125,99.812,0,0,1661112320,64960434176,83845120,600059904,0,0,0,0,2458,2317,0,0,0,208,200,0,3221221376,10,10,0,5,0
01-10 17:01:45,0.125,0.062,99.812,0,0,1660645376,64960901120,83845120,600059904,0,0,0,0,1012,1815,0,0,0,204,226,0,3221221376,10,9,0,5,0
01-10 17:01:46,0,0.125,99.875,0,0,1660469248,64961077248,83845120,600059904,0,0,0,0,717,836,0,0,0,92,152,0,3221221376,10,9,0,5,0
01-10 17:01:47,0.063,0,99.937,0,0,1660469248,64961077248,83845120,600059904,0,0,0,0,701,606,0,0,0,116,205,0,3221221376,10,9,0,5,0
01-10 17:01:48,0,0.125,99.875,0,0,1660469248,64961077248,83845120,600059904,0,0,0,0,305,606,0,0,0,84,147,0,3221221376,10,9,0,5,0
01-10 17:01:49,0,0.062,99.875,0.062,0,1660461056,64961077248,83853312,600059904,0,65536,0,4,298,836,0,0,0,90,161,0,3221221376,10,9,0,5,0
01-10 17:01:50,0.062,0.062,99.875,0,0,1660461056,64961077248,83853312,600059904,0,0,0,0,485,622,0,0,0,86,151,0,3221221376,10,9,0,0,0
01-10 17:01:51,0,0.063,99.937,0,0,1660461056,64961077248,83853312,600059904,0,106496,0,24,820,606,0,0,0,124,196,0,3221221376,10,9,0,0,0
01-10 17:01:52,0,0.063,99.937,0,0,1660461056,64961077248,83853312,600059904,0,0,0,0,940,622,0,0,0,116,178,0,3221221376,10,9,0,0,0
01-10 17:01:53,0,0.063,99.937,0,0,1660461056,64961077248,83853312,600059904,0,0,0,0,538,836,0,0,0,97,157,0,3221221376,10,9,0,0,0
01-10 17:01:54,0.062,0.062,99.875,0,0,1660461056,64961077248,83853312,600059904,0,0,0,0,880,606,0,0,0,91,155,0,3221221376,10,9,0,0,0
01-10 17:01:55,0,0.063,99.937,0,0,1660452864,64961077248,83861504,600059904,0,32768,0,4,126,606,0,0,0,108,191,0,3221221376,10,9,0,0,0
01-10 17:01:56,0,0.063,99.937,0,0,1660452864,64961077248,83861504,600059904,0,0,0,0,717,852,0,0,0,92,149,0,3221221376,10,9,0,0,0
01-10 17:01:57,0.062,0,99.938,0,0,1660452864,64961077248,83861504,600059904,0,0,0,0,606,606,0,0,0,98,171,0,3221221376,10,9,0,0,0
01-10 17:01:58,0,0.063,99.937,0,0,1660452864,64961077248,83861504,600059904,0,0,0,0,365,606,0,0,0,84,147,0,3221221376,10,9,0,0,0
01-10 17:01:59,0.062,0.062,99.875,0,0,1660452864,64961077248,83861504,600059904,0,0,0,0,598,836,0,0,0,104,179,0,3221221376,10,9,0,0,0
01-10 17:02:00,0,0.063,99.937,0,0,1660444672,64961085440,83861504,600059904,0,0,0,0,648,606,0,0,0,95,160,0,3221221376,10,9,0,0,0
01-10 17:02:01,0,0.062,99.875,0.062,0,1660432384,64961085440,83869696,600064000,0,65536,0,6,246,606,0,0,0,90,159,0,3221221376,10,9,0,0,0
01-10 17:02:02,0.062,0.062,99.875,0,0,1660432384,64961085440,83869696,600064000,0,0,0,0,365,622,0,0,0,94,167,0,3221221376,10,9,0,0,0
01-10 17:02:03,0,0.125,99.875,0,0,1660432384,64961085440,83869696,600064000,0,0,0,0,538,836,0,0,0,117,201,0,3221221376,10,9,0,0,0
01-10 17:02:04,0.062,0.062,99.875,0,0,1660432384,64961085440,83869696,600064000,0,0,0,0,425,606,0,0,0,83,141,0,3221221376,10,9,0,0,0
01-10 17:02:05,0,0,100,0,0,1660432384,64961085440,83869696,600064000,0,0,0,0,366,606,0,0,0,81,145,0,3221221376,10,9,0,0,0
01-10 17:02:06,0,0.125,99.875,0,0,1660432384,64961085440,83869696,600064000,0,0,0,0,777,836,0,0,0,91,151,0,3221221376,10,9,0,0,0
01-10 17:02:07,0.063,0,99.937,0,0,1660428288,64961085440,83873792,600064000,0,24576,0,4,486,606,0,0,0,126,213,0,3221221376,10,9,0,0,0
01-10 17:02:08,0,0.125,99.875,0,0,1660428288,64961085440,83873792,600064000,0,0,0,0,383,1244,0,0,0,87,147,0,3221221376,10,9,0,0,0
01-10 17:02:09,0,0.062,99.938,0,0,1660428288,64961085440,83873792,600064000,0,0,0,0,538,836,0,0,0,85,147,0,3221221376,10,9,0,0,0
01-10 17:02:10,0.062,0.062,99.875,0,0,1660428288,64961085440,83873792,600064000,0,0,0,0,485,606,0,0,0,81,135,0,3221221376,10,9,0,0,0
01-10 17:02:11,0,0.063,99.937,0,0,1660428288,64961085440,83873792,600064000,0,352256,0,82,687,606,0,0,0,152,187,0,3221221376,10,9,0,0,0
01-10 17:02:12,0.062,0.062,99.875,0,0,1660428288,64961085440,83873792,600064000,0,0,0,0,665,726,0,0,0,105,191,0,3221221376,10,9,0,0,0
01-10 17:02:13,0.062,0.062,99.875,0,0,1660387328,64961118208,83881984,600064000,0,24576,0,4,478,836,0,0,0,120,188,0,3221221376,10,9,0,0,0
01-10 17:02:14,0,0.063,99.937,0,0,1660387328,64961118208,83881984,600064000,0,0,0,0,545,622,0,0,0,84,141,0,3221221376,10,9,0,0,0
01-10 17:02:15,0,0.125,99.875,0,0,1660387328,64961118208,83881984,600064000,0,0,0,0,426,606,0,0,0,103,179,0,3221221376,10,9,0,0,0
01-10 17:02:16,0.062,0.062,99.875,0,0,1660387328,64961118208,83881984,600064000,0,8192,0,2,417,938,0,0,0,92,155,0,3221221376,10,9,0,0,0
01-10 17:02:17,0,0.063,99.937,0,0,1660387328,64961118208,83881984,600064000,0,0,0,0,372,1720,0,0,0,98,171,0,3221221376,10,9,0,0,0
01-10 17:02:18,0.063,0,99.937,0,0,1660387328,64961118208,83881984,600064000,0,0,0,0,305,606,0,0,0,81,146,0,3221221376,10,9,0,0,0
01-10 17:02:19,0,0.062,99.875,0.062,0,1660379136,64961118208,83890176,600064000,0,24576,0,4,933,836,0,0,0,118,191,0,3221221376,10,9,0,0,0
01-10 17:02:20,0,0.063,99.937,0,0,1660379136,64961118208,83890176,600064000,0,0,0,0,425,622,0,0,0,85,147,0,3221221376,10,9,0,0,0
01-10 17:02:21,0.062,0.125,99.813,0,0,1660379136,64961118208,83890176,600064000,0,16384,0,4,426,606,0,0,0,90,145,0,3221221376,10,9,0,0,0
01-10 17:02:22,0,0.062,99.938,0,0,1660379136,64961118208,83890176,600064000,0,0,0,0,545,622,0,0,0,101,171,0,3221221376,10,9,0,0,0
01-10 17:02:23,0.062,0.062,99.875,0,0,1660379136,64961118208,83890176,600064000,0,0,0,0,538,836,0,0,0,118,194,0,3221221376,10,9,0,0,0
01-10 17:02:24,0,0.063,99.937,0,0,1660379136,64961118208,83890176,600064000,0,0,0,0,365,606,0,0,0,80,139,0,3221221376,10,9,0,0,0
01-10 17:02:25,0.062,0.062,99.875,0,0,1660370944,64961118208,83898368,600064000,0,32768,0,4,246,606,0,0,0,91,161,0,3221221376,10,9,0,0,0
01-10 17:02:26,0.125,0.187,99.625,0.062,0,1659846656,64961024000,84246528,600334336,991232,32768,212,8,657,852,0,0,0,285,480,0,3221221376,10,9,0,0,0
01-10 17:02:27,0,0.063,99.937,0,0,1659969536,64961024000,84246528,600211456,0,0,0,0,426,638,0,0,0,121,215,0,3221221376,10,9,0,0,0
01-10 17:02:28,0.062,0.062,99.875,0,0,1659969536,64961024000,84246528,600211456,0,0,0,0,819,606,0,0,0,93,154,0,3221221376,10,9,0,0,0
01-10 17:02:29,0,0.063,99.937,0,0,1659969536,64961024000,84246528,600211456,0,0,0,0,753,836,0,0,0,98,169,0,3221221376,10,9,0,0,0
01-10 17:02:30,0,0.062,99.938,0,0,1659969536,64961024000,84246528,600211456,0,0,0,0,768,606,0,0,0,88,153,0,3221221376,10,9,0,0,0
01-10 17:02:31,0,0.063,99.937,0,0,1659961344,64961024000,84254720,600211456,0,270336,0,4,126,606,0,0,0,109,199,0,3221221376,10,9,0,0,0
01-10 17:02:32,0.062,0.062,99.875,0,0,1659957248,64961024000,84254720,600215552,0,16384,0,2,605,622,0,0,0,122,176,0,3221221376,10,9,0,0,0
01-10 17:02:33,0.062,0.062,99.875,0,0,1659957248,64961024000,84254720,600215552,0,0,0,0,418,852,0,0,0,109,166,0,3221221376,10,9,0,0,0
01-10 17:02:34,0,0,100,0,0,1659957248,64961024000,84254720,600215552,0,0,0,0,305,606,0,0,0,97,143,0,3221221376,10,9,0,0,0
01-10 17:02:35,0,0.125,99.875,0,0,1659957248,64961024000,84254720,600215552,0,0,0,0,306,606,0,0,0,112,177,0,3221221376,10,9,0,0,0
01-10 17:02:36,0.062,0.062,99.875,0,0,1659957248,64961024000,84254720,600215552,0,0,0,0,1112,896,0,0,0,100,155,0,3221221376,10,9,0,0,0
01-10 17:02:37,0,0.125,99.875,0,0,1659949056,64961024000,84262912,600215552,0,57344,0,6,426,666,0,0,0,111,185,0,3221221376,10,9,0,0,0
01-10 17:02:38,0.062,0.062,99.875,0,0,1659949056,64961024000,84262912,600215552,0,0,0,0,365,622,0,0,0,80,145,0,3221221376,10,9,0,0,0
01-10 17:02:39,0,0.063,99.937,0,0,1659949056,64961024000,84262912,600215552,0,0,0,0,418,836,0,0,0,108,189,0,3221221376,10,9,0,0,0
01-10 17:02:40,0,0.063,99.937,0,0,1659949056,64961024000,84262912,600215552,0,0,0,0,485,606,0,0,0,86,145,0,3221221376,10,9,0,0,0
01-10 17:02:41,0.062,0,99.938,0,0,1659949056,64961024000,84262912,600215552,0,0,0,0,521,606,0,0,0,86,151,0,3221221376,10,9,0,0,0
01-10 17:02:42,0.062,0.125,99.813,0,0,1659949056,64961024000,84262912,600215552,0,0,0,0,640,606,0,0,0,98,169,0,3221221376,10,9,0,0,0
01-10 17:02:43,0,0,99.937,0.063,0,1659940864,64961024000,84271104,600215552,0,24576,0,4,658,836,0,0,0,129,205,0,3221221376,10,9,0,0,0
01-10 17:02:44,0.062,0.125,99.813,0,0,1659940864,64961024000,84271104,600215552,0,0,0,0,760,622,0,0,0,93,149,0,3221221376,10,9,0,0,0
01-10 17:02:45,0.063,0,99.937,0,0,1659940864,64961024000,84271104,600215552,0,0,0,0,366,606,0,0,0,111,144,0,3221221376,10,9,0,0,0
01-10 17:02:46,0,0.063,99.937,0,0,1659940864,64961024000,84271104,600215552,0,0,0,0,597,836,0,0,0,87,149,0,3221221376,10,9,0,0,0
01-10 17:02:47,0,0.063,99.937,0,0,1659940864,64961024000,84271104,600215552,0,0,0,0,426,606,0,0,0,115,203,0,3221221376,10,9,0,0,0
01-10 17:02:48,0.062,0.062,99.875,0,0,1659940864,64961024000,84271104,600215552,0,0,0,0,485,606,0,0,0,84,145,0,3221221376,10,9,0,0,0
01-10 17:02:49,0,0.063,99.937,0,0,1659940864,64961024000,84279296,600207360,0,24576,0,4,358,836,0,0,0,92,159,0,3221221376,10,9,0,0,0
01-10 17:02:50,0,0.063,99.937,0,0,1659932672,64961024000,84279296,600215552,0,0,0,0,545,622,0,0,0,85,139,0,3221221376,10,9,0,0,0
01-10 17:02:51,0.062,0.062,99.875,0,0,1659932672,64961024000,84279296,600215552,0,0,0,0,426,606,0,0,0,101,177,0,3221221376,10,9,0,0,0
01-10 17:02:52,0,0.063,99.937,0,0,1659932672,64961024000,84279296,600215552,0,16384,0,4,700,606,0,0,0,109,179,0,3221221376,10,9,0,0,0
01-10 17:02:53,0.125,0.062,99.813,0,0,1659932672,64961024000,84279296,600215552,0,0,0,0,718,852,0,0,0,109,165,0,3221221376,10,9,0,0,0
01-10 17:02:54,0,0.063,99.937,0,0,1659932672,64961024000,84279296,600215552,0,0,0,0,605,606,0,0,0,84,141,0,3221221376,10,9,0,0,0
01-10 17:02:55,0,0.062,99.875,0.062,0,1659924480,64961024000,84287488,600215552,0,32768,0,4,1001,666,0,0,0,127,198,0,3221221376,10,9,0,0,0
01-10 17:02:56,0,0.125,99.875,0,0,1659924480,64961024000,84287488,600215552,0,0,0,0,1051,852,0,0,0,98,155,0,3221221376,10,9,0,0,0
01-10 17:02:57,0,0.063,99.937,0,0,1659924480,64961024000,84287488,600215552,0,368640,0,86,581,606,0,0,0,141,179,0,3221221376,10,9,0,0,0
01-10 17:02:58,0.062,0.062,99.875,0,0,1659924480,64961024000,84287488,600215552,0,0,0,0,665,622,0,0,0,89,149,0,3221221376,10,9,0,0,0
01-10 17:02:59,0,0,100,0,0,1659924480,64961024000,84287488,600215552,0,0,0,0,598,836,0,0,0,108,183,0,3221221376,10,9,0,0,0
01-10 17:03:00,0.062,0.062,99.875,0,0,1659924480,64961024000,84287488,600215552,0,0,0,0,768,606,0,0,0,101,155,0,3221221376,10,9,0,0,0
01-10 17:03:01,0,0.063,99.937,0,0,1659916288,64961024000,84295680,600215552,0,24576,0,4,432,738,0,0,0,101,162,0,3221221376,10,9,0,0,0
01-10 17:03:02,0.062,0.062,99.875,0,0,1659916288,64961024000,84295680,600215552,0,278528,0,52,605,682,0,0,0,120,170,0,3221221376,10,9,0,0,0
01-10 17:03:03,0,0.063,99.937,0,0,1659912192,64961024000,84295680,600219648,0,0,0,0,358,852,0,0,0,118,199,0,3221221376,10,9,0,0,0
01-10 17:03:04,0.062,0.062,99.875,0,0,1659912192,64961024000,84295680,600219648,0,0,0,0,425,708,0,0,0,82,149,0,3221221376,10,9,0,0,0
01-10 17:03:05,0,0.063,99.937,0,0,1659912192,64961024000,84295680,600219648,0,0,0,0,210,1704,0,0,0,79,143,0,3221221376,10,9,0,0,0
01-10 17:03:06,0,0.063,99.937,0,0,1659912192,64961024000,84295680,600219648,0,0,0,0,417,836,0,0,0,86,151,0,3221221376,10,9,0,0,0
01-10 17:03:07,0.062,0.062,99.875,0,0,1659904000,64961024000,84303872,600219648,0,65536,0,6,306,606,0,0,0,123,215,0,3221221376,10,9,0,0,0
01-10 17:03:08,0,0.063,99.937,0,0,1659904000,64961024000,84303872,600219648,0,0,0,0,605,622,0,0,0,89,150,0,3221221376,10,9,0,0,0
01-10 17:03:09,0.062,0.062,99.875,0,0,1659904000,64961024000,84303872,600219648,0,0,0,0,298,836,0,0,0,82,147,0,3221221376,10,9,0,0,0
01-10 17:03:10,0,0.062,99.938,0,0,1659904000,64961024000,84303872,600219648,0,0,0,0,365,606,0,0,0,82,145,0,3221221376,10,9,0,0,0
01-10 17:03:11,0,0.063,99.937,0,0,1659904000,64961024000,84303872,600219648,0,0,0,0,186,606,0,0,0,100,179,0,3221221376,10,9,0,0,0
01-10 17:03:12,0.062,0.062,99.875,0,0,1659904000,64961024000,84303872,600219648,0,0,0,0,425,606,0,0,0,96,167,0,3221221376,10,9,0,0,0
01-10 17:03:13,0,0.062,99.875,0.062,0,1659895808,64961024000,84312064,600219648,0,24576,0,4,598,836,0,0,0,106,167,0,3221221376,10,9,0,0,0
01-10 17:03:14,0.062,0.062,99.875,0,0,1659895808,64961024000,84312064,600219648,0,0,0,0,467,688,0,0,0,81,143,0,3221221376,10,9,0,0,0
01-10 17:03:15,0,0.063,99.937,0,0,1659895808,64961024000,84312064,600219648,0,0,0,0,546,606,0,0,0,103,175,0,3221221376,10,9,0,0,0
01-10 17:03:16,0,0.062,99.938,0,0,1659895808,64961024000,84312064,600219648,0,0,0,0,858,836,0,0,0,109,169,0,3221221376,10,9,0,0,0
01-10 17:03:17,0,0.063,99.937,0,0,1659895808,64961024000,84312064,600219648,0,0,0,0,126,606,0,0,0,108,175,0,3221221376,10,9,0,0,0
01-10 17:03:18,0.062,0.062,99.875,0,0,1659895808,64961024000,84312064,600219648,0,0,0,0,425,606,0,0,0,103,149,0,3221221376,10,9,0,0,0
01-10 17:03:19,0,0.063,99.937,0,0,1659887616,64961024000,84320256,600219648,0,24576,0,4,478,836,0,0,0,111,195,0,3221221376,10,9,0,0,0
01-10 17:03:20,0.062,0.062,99.875,0,0,1659887616,64961024000,84320256,600219648,0,0,0,0,665,622,0,0,0,92,145,0,3221221376,10,9,0,0,0
01-10 17:03:21,0,0.063,99.937,0,0,1659887616,64961024000,84320256,600219648,0,0,0,0,306,606,0,0,0,92,159,0,3221221376,10,9,0,0,0
01-10 17:03:22,0.062,0.125,99.813,0,0,1659887616,64961024000,84320256,600219648,0,0,0,0,665,606,0,0,0,96,161,0,3221221376,10,9,0,0,0
01-10 17:03:23,0,0.063,99.937,0,0,1659854848,64961056768,84320256,600219648,0,16384,0,4,598,1442,0,0,0,141,215,0,3221221376,10,9,0,0,0
01-10 17:03:24,0.062,0.125,99.813,0,0,1659854848,64961056768,84320256,600219648,0,0,0,0,640,622,0,0,0,88,151,0,3221221376,10,9,0,0,0
01-10 17:03:25,0,0.062,99.875,0.062,0,1659850752,64961056768,84324352,600219648,0,32768,0,4,186,606,0,0,0,87,155,0,3221221376,10,9,0,0,0
01-10 17:03:26,0,0,100,0,0,1659850752,64961056768,84324352,600219648,0,0,0,0,357,852,0,0,0,85,149,0,3221221376,10,9,0,0,0
01-10 17:03:27,0.062,0.125,99.813,0,0,1659850752,64961056768,84324352,600219648,0,0,0,0,546,606,0,0,0,116,199,0,3221221376,10,9,0,0,0
01-10 17:03:28,0,0,100,0,0,1659850752,64961056768,84324352,600219648,0,0,0,0,365,606,0,0,0,83,148,0,3221221376,10,9,0,0,0
01-10 17:03:29,0.062,0.062,99.875,0,0,1659850752,64961056768,84324352,600219648,0,0,0,0,478,836,0,0,0,85,149,0,3221221376,10,9,0,0,0
01-10 17:03:30,0,0.063,99.937,0,0,1659850752,64961056768,84324352,600219648,0,0,0,0,1170,606,0,0,0,101,161,0,3221221376,10,9,0,0,0
01-10 17:03:31,0.063,0.063,99.875,0,0,1659846656,64961056768,84328448,600219648,0,24576,0,4,880,606,0,0,0,119,199,0,3221221376,10,9,0,0,0
01-10 17:03:32,0,0.063,99.937,0,0,1659846656,64961056768,84328448,600219648,0,0,0,0,820,622,0,0,0,104,177,0,3221221376,10,9,0,0,0
01-10 17:03:33,0.062,0.062,99.875,0,0,1659846656,64961056768,84328448,600219648,0,0,0,0,820,1442,0,0,0,105,172,0,3221221376,10,9,0,0,0
01-10 17:03:34,0.062,0.062,99.875,0,0,1659842560,64961056768,84328448,600223744,0,0,0,0,485,606,0,0,0,83,147,0,3221221376,10,9,0,0,0
01-10 17:03:35,0,0.063,99.937,0,0,1659842560,64961056768,84328448,600223744,0,0,0,0,246,606,0,0,0,98,175,0,3221221376,10,9,0,0,0
01-10 17:03:36,0,0.063,99.937,0,0,1659842560,64961056768,84328448,600223744,0,0,0,0,477,836,0,0,0,88,153,0,3221221376,10,9,0,0,0
01-10 17:03:37,0,0.062,99.875,0.062,0,1659834368,64961056768,84336640,600223744,0,65536,0,6,426,606,0,0,0,107,187,0,3221221376,10,9,0,0,0
01-10 17:03:38,0.062,0.062,99.875,0,0,1659834368,64961056768,84336640,600223744,0,40960,0,10,545,622,0,0,0,92,148,0,3221221376,10,9,0,0,0
01-10 17:03:39,0,0.063,99.937,0,0,1659834368,64961056768,84336640,600223744,0,0,0,0,478,852,0,0,0,107,185,0,3221221376,10,9,0,0,0
01-10 17:03:40,0,0.062,99.938,0,0,1659834368,64961056768,84336640,600223744,0,0,0,0,820,606,0,0,0,91,148,0,3221221376,10,9,0,0,0
01-10 17:03:41,0.062,0.062,99.875,0,0,1659834368,64961056768,84336640,600223744,0,0,0,0,708,606,0,0,0,89,151,0,3221221376,10,9,0,0,0
01-10 17:03:42,0,0.063,99.937,0,0,1659834368,64961056768,84336640,600223744,0,0,0,0,425,606,0,0,0,95,169,0,3221221376,10,9,0,0,0
01-10 17:03:43,0.062,0.062,99.875,0,0,1659830272,64961056768,84340736,600223744,0,24576,0,4,598,836,0,0,0,127,207,0,3221221376,10,9,0,0,0
01-10 17:03:44,0,0.063,99.937,0,0,1659830272,64961056768,84340736,600223744,0,0,0,0,485,622,0,0,0,86,145,0,3221221376,10,9,0,0,0
01-10 17:03:45,0,0.063,99.937,0,0,1659830272,64961056768,84340736,600223744,0,0,0,0,761,606,0,0,0,83,139,0,3221221376,10,9,0,0,0
01-10 17:03:46,0.062,0.062,99.875,0,0,1659830272,64961056768,84340736,600223744,0,0,0,0,872,836,0,0,0,93,155,0,3221221376,10,9,0,0,0
01-10 17:03:47,0,0.063,99.937,0,0,1659830272,64961056768,84340736,600223744,0,0,0,0,761,606,0,0,0,121,209,0,3221221376,10,9,0,0,0
01-10 17:03:48,0.062,0.062,99.875,0,0,1659830272,64961056768,84340736,600223744,0,0,0,0,365,606,0,0,0,85,147,0,3221221376,10,9,0,0,0
01-10 17:03:49,0,0.063,99.937,0,0,1659822080,64961056768,84348928,600223744,0,24576,0,4,478,836,0,0,0,95,162,0,3221221376,10,9,0,0,0
01-10 17:03:50,0.062,0.062,99.875,0,0,1659822080,64961056768,84348928,600223744,0,0,0,0,827,622,0,0,0,89,149,0,3221221376,10,9,0,0,0
01-10 17:03:51,0,0.063,99.937,0,0,1659822080,64961056768,84348928,600223744,0,0,0,0,246,606,0,0,0,99,179,0,3221221376,10,9,0,0,0
01-10 17:03:52,0,0.062,99.938,0,0,1659822080,64961056768,84348928,600223744,0,0,0,0,365,708,0,0,0,84,179,0,3221221376,10,9,0,0,0
01-10 17:03:53,0.063,0,99.937,0,0,1659822080,64961056768,84348928,600223744,0,24576,0,4,784,1934,0,0,0,101,151,0,3221221376,10,9,0,0,0
01-10 17:03:54,0,0.063,99.937,0,0,1659822080,64961056768,84348928,600223744,0,0,0,0,725,622,0,0,0,94,149,0,3221221376,10,9,0,0,0
01-10 17:03:55,0.062,0.062,99.813,0.062,0,1659813888,64961056768,84357120,600223744,0,32768,0,4,701,606,0,0,0,117,195,0,3221221376,10,9,0,0,0
01-10 17:03:56,0.062,0.062,99.875,0,0,1659813888,64961056768,84357120,600223744,0,0,0,0,717,852,0,0,0,92,149,0,3221221376,10,9,0,0,0
01-10 17:03:57,0,0.063,99.937,0,0,1659813888,64961056768,84357120,600223744,0,0,0,0,306,606,0,0,0,91,165,0,3221221376,10,9,0,0,0
01-10 17:03:58,0,0.062,99.938,0,0,1659813888,64961056768,84357120,600223744,0,0,0,0,545,606,0,0,0,82,141,0,3221221376,10,9,0,0,0
